Record_ID,Date,Year,Month,State,District,Wave,Variant,Population,Daily_Tests,Daily_Confirmed_Cases,Daily_Recoveries,Daily_Deaths,Active_Cases,Vaccination_Dose1,Vaccination_Dose2,Vaccination_Booster,Hospital_Beds_Occupied,ICU_Occupancy_Rate,Stringency_Index
REC000688,2020-04-26,2020,April,Bihar,Patna,Wave 1,Original,3388821,1023,52,44,10,658,0,0,0,106,13.21,63.8
REC000689,2020-04-26,2020,April,Bihar,Purnia,Wave 1,Original,808436,271,14,8,2,150,0,0,0,24,12.05,67.7
REC000690,2020-04-26,2020,April,Delhi,East Delhi,Wave 1,Original,569519,146,8,6,2,104,0,0,0,16,12.14,68.5
REC000691,2020-04-26,2020,April,Gujarat,Jamnagar,Wave 1,Original,1764557,582,32,19,4,345,0,0,0,55,11.07,71.8
REC000692,2020-04-26,2020,April,Gujarat,Surat,Wave 1,Original,11448680,3719,216,157,31,2110,0,0,0,340,10.87,69.8
REC000693,2020-04-26,2020,April,Karnataka,Mangaluru,Wave 1,Original,1067436,354,22,11,3,210,0,0,0,33,13.8,63.0
REC000694,2020-04-26,2020,April,Kerala,Kollam,Wave 1,Original,1998201,643,38,21,5,393,0,0,0,63,13.95,68.9
REC000695,2020-04-26,2020,April,Kerala,Thrissur,Wave 1,Original,1398252,419,25,22,4,285,0,0,0,46,11.17,65.9
REC000696,2020-04-26,2020,April,Madhya Pradesh,Jabalpur,Wave 1,Original,1059956,319,17,14,3,200,0,0,0,32,12.64,63.9
REC000697,2020-04-26,2020,April,Maharashtra,Pune,Wave 1,Original,10965604,3011,156,148,28,2059,0,0,0,332,13.78,70.9
REC000698,2020-04-26,2020,April,Tamil Nadu,Tirunelveli,Wave 1,Original,1198145,340,20,13,3,244,0,0,0,39,13.17,67.1
REC000699,2020-04-26,2020,April,Telangana,Khammam,Wave 1,Original,2016557,648,35,28,5,406,0,0,0,65,12.56,68.9
REC000700,2020-04-27,2020,April,Gujarat,Bhavnagar,Wave 1,Original,697412,238,13,9,2,138,0,0,0,22,12.11,72.0
REC000701,2020-04-27,2020,April,Madhya Pradesh,Bhopal,Wave 1,Original,4767583,1368,67,65,16,935,0,0,0,151,11.14,68.6
REC000702,2020-04-27,2020,April,Odisha,Puri,Wave 1,Original,1898820,534,29,23,6,379,0,0,0,61,13.34,69.0
REC000703,2020-04-27,2020,April,Odisha,Rourkela,Wave 1,Original,2092550,531,29,30,6,428,0,0,0,69,11.96,68.4
REC000704,2020-04-27,2020,April,Punjab,Bathinda,Wave 1,Original,1323807,340,20,17,4,251,0,0,0,40,11.31,70.6
REC000705,2020-04-27,2020,April,Punjab,Mohali,Wave 1,Original,630604,195,12,8,2,116,0,0,0,18,11.63,66.0
REC000706,2020-04-27,2020,April,Tamil Nadu,Coimbatore,Wave 1,Original,1558957,452,26,15,4,291,0,0,0,47,11.69,64.9
REC000707,2020-04-27,2020,April,Telangana,Ramagundam,Wave 1,Original,918990,269,16,14,2,176,0,0,0,28,11.94,65.8
REC000708,2020-04-27,2020,April,West Bengal,Asansol,Wave 1,Original,677721,214,10,9,2,124,0,0,0,20,10.72,66.4
REC000709,2020-04-27,2020,April,West Bengal,Howrah,Wave 1,Original,478846,146,7,5,1,90,0,0,0,14,13.27,68.5
REC000710,2020-04-28,2020,April,Bihar,Bhagalpur,Wave 1,Original,1635660,416,24,18,4,341,0,0,0,55,10.74,66.9
REC000711,2020-04-28,2020,April,Bihar,Gaya,Wave 1,Original,633858,162,8,8,2,117,0,0,0,18,11.91,71.8
REC000712,2020-04-28,2020,April,Karnataka,Mangaluru,Wave 1,Original,1067436,335,16,12,3,207,0,0,0,33,11.4,71.1
REC000713,2020-04-28,2020,April,Kerala,Kollam,Wave 1,Original,1998201,514,25,29,6,386,0,0,0,62,11.29,68.6
REC000714,2020-04-28,2020,April,Maharashtra,Nagpur,Wave 1,Original,1578228,472,26,24,5,313,0,0,0,50,13.26,72.8
REC000715,2020-04-28,2020,April,Rajasthan,Jaipur,Wave 1,Original,4033757,1216,72,46,12,810,0,0,0,131,12.83,66.7
REC000716,2020-04-28,2020,April,Rajasthan,Udaipur,Wave 1,Original,1767818,557,27,19,5,344,0,0,0,55,13.76,67.7
REC000717,2020-04-28,2020,April,Tamil Nadu,Tirunelveli,Wave 1,Original,1198145,306,15,13,4,240,0,0,0,38,13.08,65.2
REC000718,2020-04-28,2020,April,Uttar Pradesh,Agra,Wave 1,Original,2147256,633,33,32,7,423,0,0,0,68,11.07,71.7
REC000719,2020-04-28,2020,April,Uttar Pradesh,Varanasi,Wave 1,Original,522256,160,8,6,2,102,0,0,0,16,13.81,70.5
REC000720,2020-04-28,2020,April,West Bengal,Bardhaman,Wave 1,Original,1629488,547,32,18,4,307,0,0,0,49,11.29,70.8
REC000721,2020-04-28,2020,April,West Bengal,Durgapur,Wave 1,Original,1383825,442,24,18,5,284,0,0,0,46,12.52,68.3
REC000722,2020-04-29,2020,April,Delhi,New Delhi,Wave 1,Original,4773510,1622,79,65,13,934,0,0,0,151,10.72,71.0
REC000723,2020-04-29,2020,April,Delhi,North Delhi,Wave 1,Original,1655262,445,23,24,5,311,0,0,0,50,12.13,66.4
REC000724,2020-04-29,2020,April,Gujarat,Jamnagar,Wave 1,Original,1764557,480,28,23,5,357,0,0,0,58,12.09,66.5
REC000725,2020-04-29,2020,April,Madhya Pradesh,Gwalior,Wave 1,Original,2141517,725,42,30,6,448,0,0,0,72,13.34,65.9
REC000726,2020-04-29,2020,April,Maharashtra,Aurangabad,Wave 1,Original,1945476,617,32,28,6,403,0,0,0,65,13.71,66.6
REC000727,2020-04-29,2020,April,Odisha,Puri,Wave 1,Original,1898820,643,41,23,6,391,0,0,0,63,10.89,66.4
REC000728,2020-04-29,2020,April,Rajasthan,Jaipur,Wave 1,Original,4033757,1244,69,51,11,817,0,0,0,132,12.41,72.5
REC000729,2020-04-29,2020,April,Rajasthan,Kota,Wave 1,Original,750349,219,12,10,2,142,0,0,0,23,12.81,70.1
REC000730,2020-04-29,2020,April,Rajasthan,Udaipur,Wave 1,Original,1767818,593,34,21,4,353,0,0,0,57,10.52,65.3
REC000731,2020-04-29,2020,April,Telangana,Ramagundam,Wave 1,Original,918990,248,14,10,3,180,0,0,0,29,12.07,64.5
REC000732,2020-04-29,2020,April,Uttar Pradesh,Meerut,Wave 1,Original,1202237,340,18,16,4,247,0,0,0,40,13.78,72.2
REC000733,2020-04-30,2020,April,Assam,Guwahati,Wave 1,Original,3889292,1302,82,62,13,802,0,0,0,130,12.28,71.0
REC000734,2020-04-30,2020,April,Assam,Silchar,Wave 1,Original,575007,185,11,8,2,114,0,0,0,18,11.34,68.2
REC000735,2020-04-30,2020,April,Bihar,Bhagalpur,Wave 1,Original,1635660,527,25,22,5,339,0,0,0,55,10.67,68.2
REC000736,2020-04-30,2020,April,Bihar,Purnia,Wave 1,Original,808436,268,16,11,3,162,0,0,0,26,10.96,67.8
REC000737,2020-04-30,2020,April,Madhya Pradesh,Sagar,Wave 1,Original,986485,260,15,14,2,186,0,0,0,30,12.79,67.3
REC000738,2020-04-30,2020,April,Maharashtra,Nagpur,Wave 1,Original,1578228,530,33,24,4,319,0,0,0,51,10.88,70.0
REC000739,2020-04-30,2020,April,Punjab,Amritsar,Wave 1,Original,1770051,578,37,19,5,344,0,0,0,56,13.72,69.2
REC000740,2020-04-30,2020,April,Telangana,Nizamabad,Wave 1,Original,1915045,539,29,24,6,377,0,0,0,61,13.49,68.7
REC000741,2020-04-30,2020,April,Uttar Pradesh,Meerut,Wave 1,Original,1202237,330,16,17,3,243,0,0,0,39,11.33,67.1
REC000742,2020-04-30,2020,April,West Bengal,Kolkata,Wave 1,Original,8480123,2721,143,122,29,1741,0,0,0,283,13.14,68.6
REC000743,2020-05-01,2020,May,Gujarat,Bhavnagar,Wave 1,Original,697412,183,11,9,2,131,0,0,0,21,11.7,64.4
REC000744,2020-05-01,2020,May,Haryana,Gurugram,Wave 1,Original,4716607,1513,78,59,11,961,0,0,0,156,13.09,67.9
REC000745,2020-05-01,2020,May,Madhya Pradesh,Indore,Wave 1,Original,1740571,544,32,25,6,351,0,0,0,57,11.97,71.1
REC000746,2020-05-01,2020,May,Madhya Pradesh,Jabalpur,Wave 1,Original,1059956,302,18,11,2,218,0,0,0,35,13.99,65.8
REC000747,2020-05-01,2020,May,Maharashtra,Thane,Wave 1,Original,1179427,395,20,16,4,234,0,0,0,38,12.78,63.2
REC000748,2020-05-01,2020,May,Punjab,Bathinda,Wave 1,Original,1323807,389,24,14,4,260,0,0,0,42,12.17,69.1
REC000749,2020-05-01,2020,May,Rajasthan,Bikaner,Wave 1,Original,1240097,400,23,17,4,255,0,0,0,41,12.08,74.3
REC000750,2020-05-01,2020,May,Tamil Nadu,Chennai,Wave 1,Original,11034107,3786,212,116,29,2253,0,0,0,367,11.5,75.7
REC000751,2020-05-01,2020,May,Telangana,Hyderabad,Wave 1,Original,7916950,2582,152,126,28,1689,0,0,0,275,13.47,64.4
REC000752,2020-05-01,2020,May,Telangana,Nizamabad,Wave 1,Original,1915045,489,25,29,6,367,0,0,0,59,14.12,73.6
REC000753,2020-05-01,2020,May,Uttar Pradesh,Prayagraj,Wave 1,Original,2007618,530,28,27,5,415,0,0,0,67,12.21,71.1
REC000754,2020-05-02,2020,May,Bihar,Gaya,Wave 1,Original,633858,171,9,7,2,119,0,0,0,19,13.43,67.0
REC000755,2020-05-02,2020,May,Bihar,Patna,Wave 1,Original,3388821,916,56,52,11,682,0,0,0,111,12.24,66.5
REC000756,2020-05-02,2020,May,Bihar,Purnia,Wave 1,Original,808436,240,13,9,3,167,0,0,0,27,10.73,67.9
REC000757,2020-05-02,2020,May,Gujarat,Bhavnagar,Wave 1,Original,697412,190,9,8,2,130,0,0,0,21,11.26,71.1
REC000758,2020-05-02,2020,May,Gujarat,Jamnagar,Wave 1,Original,1764557,488,30,23,4,358,0,0,0,58,11.88,68.0
REC000759,2020-05-02,2020,May,Gujarat,Vadodara,Wave 1,Original,898167,273,17,12,2,184,0,0,0,30,11.09,68.4
REC000760,2020-05-02,2020,May,Haryana,Faridabad,Wave 1,Original,1066827,297,16,13,3,207,0,0,0,33,11.92,73.5
REC000761,2020-05-02,2020,May,Haryana,Karnal,Wave 1,Original,741048,247,12,8,2,144,0,0,0,23,13.06,70.8
REC000762,2020-05-02,2020,May,Karnataka,Bengaluru Urban,Wave 1,Original,11557734,2974,152,169,35,2237,0,0,0,365,12.12,68.9
REC000763,2020-05-02,2020,May,Karnataka,Mangaluru,Wave 1,Original,1067436,309,17,15,3,212,0,0,0,34,10.82,70.1
REC000764,2020-05-02,2020,May,Kerala,Kannur,Wave 1,Original,514871,142,8,5,1,102,0,0,0,16,11.71,68.4
REC000765,2020-05-02,2020,May,Maharashtra,Mumbai,Wave 1,Original,4803258,1243,60,68,12,965,0,0,0,157,13.47,64.2
REC000766,2020-05-02,2020,May,Maharashtra,Nagpur,Wave 1,Original,1578228,493,24,20,5,315,0,0,0,51,14.13,71.4
REC000767,2020-05-02,2020,May,Maharashtra,Thane,Wave 1,Original,1179427,377,22,15,3,238,0,0,0,38,12.53,70.3
REC000768,2020-05-02,2020,May,Odisha,Bhubaneswar,Wave 1,Original,3693499,1007,52,44,10,764,0,0,0,124,12.31,69.1
REC000769,2020-05-03,2020,May,Assam,Dibrugarh,Wave 1,Original,1660477,435,23,20,6,347,0,0,0,56,12.33,71.0
REC000770,2020-05-03,2020,May,Karnataka,Mangaluru,Wave 1,Original,1067436,278,16,13,3,212,0,0,0,34,11.94,73.9
REC000771,2020-05-03,2020,May,Kerala,Kochi,Wave 1,Original,809029,259,15,12,2,166,0,0,0,27,13.83,71.8
REC000772,2020-05-03,2020,May,Kerala,Kollam,Wave 1,Original,1998201,617,32,26,5,389,0,0,0,63,13.16,65.4
REC000773,2020-05-03,2020,May,Madhya Pradesh,Sagar,Wave 1,Original,986485,255,16,12,2,187,0,0,0,30,12.59,70.5
REC000774,2020-05-03,2020,May,Punjab,Patiala,Wave 1,Original,1814915,521,28,21,6,344,0,0,0,56,13.85,65.9
REC000775,2020-05-03,2020,May,Rajasthan,Bikaner,Wave 1,Original,1240097,362,21,15,4,254,0,0,0,41,12.02,69.3
REC000776,2020-05-03,2020,May,Rajasthan,Jaipur,Wave 1,Original,4033757,1306,86,55,13,859,0,0,0,140,10.82,74.3
REC000777,2020-05-03,2020,May,Tamil Nadu,Madurai,Wave 1,Original,1124345,309,15,14,3,225,0,0,0,36,11.35,67.6
REC000778,2020-05-03,2020,May,Telangana,Khammam,Wave 1,Original,2016557,523,29,29,5,400,0,0,0,65,12.6,66.7
REC000779,2020-05-03,2020,May,Uttar Pradesh,Agra,Wave 1,Original,2147256,717,46,33,7,441,0,0,0,72,12.02,69.0
REC000780,2020-05-03,2020,May,West Bengal,Bardhaman,Wave 1,Original,1629488,466,30,21,4,321,0,0,0,52,11.52,72.4
REC000781,2020-05-03,2020,May,West Bengal,Kolkata,Wave 1,Original,8480123,2441,158,95,27,1761,0,0,0,288,11.7,64.2
REC000782,2020-05-04,2020,May,Assam,Tezpur,Wave 1,Original,1782119,480,25,23,4,350,0,0,0,57,10.89,64.3
REC000783,2020-05-04,2020,May,Bihar,Patna,Wave 1,Original,3388821,1143,59,51,10,697,0,0,0,114,13.19,68.6
REC000784,2020-05-04,2020,May,Delhi,Central Delhi,Wave 1,Original,2156120,675,40,26,6,429,0,0,0,70,12.61,68.2
REC000785,2020-05-04,2020,May,Delhi,West Delhi,Wave 1,Original,1347662,376,22,17,5,276,0,0,0,45,11.25,68.8
REC000786,2020-05-04,2020,May,Haryana,Hisar,Wave 1,Original,1245200,411,22,16,3,260,0,0,0,42,11.75,72.0
REC000787,2020-05-04,2020,May,Kerala,Kannur,Wave 1,Original,514871,159,8,7,2,100,0,0,0,16,11.62,68.1
REC000788,2020-05-04,2020,May,Madhya Pradesh,Indore,Wave 1,Original,1740571,558,30,25,6,361,0,0,0,59,11.46,68.0
REC000789,2020-05-04,2020,May,Maharashtra,Aurangabad,Wave 1,Original,1945476,584,31,25,6,424,0,0,0,69,12.52,69.3
REC000790,2020-05-04,2020,May,Maharashtra,Pune,Wave 1,Original,10965604,3029,165,146,32,2098,0,0,0,344,13.13,67.9
REC000791,2020-05-04,2020,May,Odisha,Rourkela,Wave 1,Original,2092550,612,30,26,7,425,0,0,0,69,11.57,69.9
REC000792,2020-05-04,2020,May,Punjab,Ludhiana,Wave 1,Original,4207257,1239,80,49,11,896,0,0,0,147,12.18,65.5
REC000793,2020-05-04,2020,May,Rajasthan,Bikaner,Wave 1,Original,1240097,342,21,14,4,257,0,0,0,42,13.36,69.2
REC000794,2020-05-04,2020,May,Tamil Nadu,Madurai,Wave 1,Original,1124345,323,16,15,4,222,0,0,0,36,10.7,69.4
REC000795,2020-05-04,2020,May,Telangana,Karimnagar,Wave 1,Original,1097461,357,23,12,4,233,0,0,0,38,12.51,66.6
REC000796,2020-05-04,2020,May,Telangana,Ramagundam,Wave 1,Original,918990,299,14,12,3,183,0,0,0,30,12.23,68.2
REC000797,2020-05-04,2020,May,Uttar Pradesh,Kanpur,Wave 1,Original,1038146,329,20,13,3,211,0,0,0,34,11.56,64.5
REC000798,2020-05-04,2020,May,West Bengal,Howrah,Wave 1,Original,478846,137,7,7,1,89,0,0,0,14,11.79,69.4
REC000799,2020-05-05,2020,May,Assam,Jorhat,Wave 1,Original,962259,268,13,12,3,180,0,0,0,29,12.79,67.1
REC000800,2020-05-05,2020,May,Assam,Silchar,Wave 1,Original,575007,196,9,7,2,113,0,0,0,18,12.0,70.8
REC000801,2020-05-05,2020,May,Bihar,Gaya,Wave 1,Original,633858,211,11,10,2,122,0,0,0,20,14.23,70.4
REC000802,2020-05-05,2020,May,Bihar,Patna,Wave 1,Original,3388821,974,57,39,8,707,0,0,0,116,13.99,73.4
REC000803,2020-05-05,2020,May,Delhi,East Delhi,Wave 1,Original,569519,191,12,6,1,114,0,0,0,18,10.98,68.5
REC000804,2020-05-05,2020,May,Delhi,West Delhi,Wave 1,Original,1347662,465,27,21,4,278,0,0,0,45,14.32,74.8
REC000805,2020-05-05,2020,May,Gujarat,Bhavnagar,Wave 1,Original,697412,200,12,9,2,130,0,0,0,21,12.38,66.8
REC000806,2020-05-05,2020,May,Karnataka,Hubballi,Wave 1,Original,728589,242,13,8,2,151,0,0,0,24,11.15,69.5
REC000807,2020-05-05,2020,May,Kerala,Kollam,Wave 1,Original,1998201,614,37,21,5,395,0,0,0,65,13.95,64.4
REC000808,2020-05-05,2020,May,Madhya Pradesh,Gwalior,Wave 1,Original,2141517,641,39,31,8,468,0,0,0,77,12.43,68.9
REC000809,2020-05-05,2020,May,Madhya Pradesh,Sagar,Wave 1,Original,986485,299,15,10,3,191,0,0,0,31,12.4,65.3
REC000810,2020-05-05,2020,May,Maharashtra,Nagpur,Wave 1,Original,1578228,477,25,24,4,304,0,0,0,50,13.19,71.7
REC000811,2020-05-05,2020,May,Odisha,Berhampur,Wave 1,Original,1186873,398,21,18,3,250,0,0,0,41,13.69,68.0
REC000812,2020-05-05,2020,May,Punjab,Bathinda,Wave 1,Original,1323807,429,26,15,5,267,0,0,0,43,12.35,63.7
REC000813,2020-05-05,2020,May,Rajasthan,Bikaner,Wave 1,Original,1240097,427,24,15,4,262,0,0,0,43,12.72,70.3
REC000814,2020-05-05,2020,May,Rajasthan,Jaipur,Wave 1,Original,4033757,1190,72,57,11,848,0,0,0,139,14.21,69.1
REC000815,2020-05-05,2020,May,Rajasthan,Jodhpur,Wave 1,Original,1801090,606,31,27,6,357,0,0,0,58,11.03,72.2
REC000816,2020-05-05,2020,May,Rajasthan,Udaipur,Wave 1,Original,1767818,524,29,21,5,357,0,0,0,58,12.79,70.0
REC000817,2020-05-05,2020,May,Telangana,Hyderabad,Wave 1,Original,7916950,2173,134,119,28,1711,0,0,0,281,13.36,67.6
REC000818,2020-05-05,2020,May,West Bengal,Siliguri,Wave 1,Original,1738076,532,31,20,6,367,0,0,0,60,10.8,67.8
REC000819,2020-05-06,2020,May,Assam,Nagaon,Wave 1,Original,1898067,657,36,26,7,389,0,0,0,64,12.8,69.3
REC000820,2020-05-06,2020,May,Gujarat,Jamnagar,Wave 1,Original,1764557,478,27,27,6,357,0,0,0,58,14.26,65.8
REC000821,2020-05-06,2020,May,Madhya Pradesh,Jabalpur,Wave 1,Original,1059956,317,19,16,3,219,0,0,0,36,14.09,69.4
REC000822,2020-05-06,2020,May,Madhya Pradesh,Sagar,Wave 1,Original,986485,316,19,11,3,196,0,0,0,32,12.26,69.4
REC000823,2020-05-06,2020,May,Odisha,Berhampur,Wave 1,Original,1186873,361,19,16,3,250,0,0,0,41,13.94,72.6
REC000824,2020-05-06,2020,May,Odisha,Bhubaneswar,Wave 1,Original,3693499,1243,70,44,13,786,0,0,0,129,13.05,65.3
REC000825,2020-05-06,2020,May,Odisha,Rourkela,Wave 1,Original,2092550,612,30,24,6,421,0,0,0,69,12.46,69.1
REC000826,2020-05-06,2020,May,Punjab,Jalandhar,Wave 1,Original,1691459,504,25,24,4,328,0,0,0,54,13.74,68.8
REC000827,2020-05-06,2020,May,Rajasthan,Ajmer,Wave 1,Original,1055030,367,23,12,3,214,0,0,0,35,13.47,69.2
REC000828,2020-05-06,2020,May,Uttar Pradesh,Varanasi,Wave 1,Original,522256,154,8,6,2,107,0,0,0,17,10.82,68.1
REC000829,2020-05-06,2020,May,West Bengal,Durgapur,Wave 1,Original,1383825,357,19,20,4,271,0,0,0,44,11.68,74.8
REC000830,2020-05-07,2020,May,Assam,Dibrugarh,Wave 1,Original,1660477,429,26,21,5,345,0,0,0,57,11.67,67.3
REC000831,2020-05-07,2020,May,Assam,Nagaon,Wave 1,Original,1898067,625,39,22,6,400,0,0,0,66,12.55,68.7
REC000832,2020-05-07,2020,May,Bihar,Bhagalpur,Wave 1,Original,1635660,536,28,19,4,342,0,0,0,56,11.91,67.0
REC000833,2020-05-07,2020,May,Bihar,Patna,Wave 1,Original,3388821,1125,65,48,10,724,0,0,0,119,11.82,68.6
REC000834,2020-05-07,2020,May,Delhi,New Delhi,Wave 1,Original,4773510,1618,99,60,14,1022,0,0,0,169,11.89,69.5
REC000835,2020-05-07,2020,May,Gujarat,Ahmedabad,Wave 1,Original,11724621,3444,204,129,32,2466,0,0,0,408,13.66,69.6
REC000836,2020-05-07,2020,May,Haryana,Hisar,Wave 1,Original,1245200,408,22,19,4,257,0,0,0,42,13.1,70.3
REC000837,2020-05-07,2020,May,Kerala,Kannur,Wave 1,Original,514871,141,9,6,2,99,0,0,0,16,13.66,68.2
REC000838,2020-05-07,2020,May,Kerala,Thiruvananthapuram,Wave 1,Original,3351378,1145,61,43,11,657,0,0,0,108,12.03,69.5
REC000839,2020-05-07,2020,May,Punjab,Ludhiana,Wave 1,Original,4207257,1300,65,59,14,918,0,0,0,151,12.79,72.2
REC000840,2020-05-07,2020,May,Rajasthan,Ajmer,Wave 1,Original,1055030,318,16,17,4,209,0,0,0,34,11.68,68.6
REC000841,2020-05-07,2020,May,Tamil Nadu,Coimbatore,Wave 1,Original,1558957,535,31,21,5,310,0,0,0,51,12.91,66.3
REC000842,2020-05-07,2020,May,Tamil Nadu,Trichy,Wave 1,Original,1880970,576,32,24,6,385,0,0,0,63,11.13,71.3
REC000843,2020-05-07,2020,May,Telangana,Khammam,Wave 1,Original,2016557,558,32,32,6,404,0,0,0,66,14.08,64.7
REC000844,2020-05-07,2020,May,Uttar Pradesh,Lucknow,Wave 1,Original,4101568,1421,94,61,10,864,0,0,0,142,12.57,64.9
REC000845,2020-05-07,2020,May,West Bengal,Siliguri,Wave 1,Original,1738076,480,32,30,5,372,0,0,0,61,12.29,66.8
REC000846,2020-05-08,2020,May,Assam,Silchar,Wave 1,Original,575007,167,10,8,2,116,0,0,0,19,13.41,70.8
REC000847,2020-05-08,2020,May,Bihar,Darbhanga,Wave 1,Original,994353,281,14,12,3,195,0,0,0,32,13.59,66.1
REC000848,2020-05-08,2020,May,Delhi,Central Delhi,Wave 1,Original,2156120,578,32,30,5,432,0,0,0,71,12.76,67.7
REC000849,2020-05-08,2020,May,Haryana,Panipat,Wave 1,Original,537417,142,7,6,2,106,0,0,0,17,12.79,70.1
REC000850,2020-05-08,2020,May,Kerala,Kollam,Wave 1,Original,1998201,614,38,31,6,395,0,0,0,65,14.31,71.9
REC000851,2020-05-08,2020,May,Kerala,Kozhikode,Wave 1,Original,565844,183,10,7,2,111,0,0,0,18,11.7,69.4
REC000852,2020-05-08,2020,May,Madhya Pradesh,Bhopal,Wave 1,Original,4767583,1487,98,78,17,989,0,0,0,164,12.98,67.3
REC000853,2020-05-08,2020,May,Madhya Pradesh,Gwalior,Wave 1,Original,2141517,597,37,26,6,456,0,0,0,75,13.91,68.3
REC000854,2020-05-08,2020,May,Madhya Pradesh,Jabalpur,Wave 1,Original,1059956,286,17,12,4,221,0,0,0,36,11.35,65.8
REC000855,2020-05-08,2020,May,Odisha,Rourkela,Wave 1,Original,2092550,717,41,27,7,433,0,0,0,71,13.66,67.8
REC000856,2020-05-08,2020,May,Rajasthan,Udaipur,Wave 1,Original,1767818,506,25,27,5,345,0,0,0,57,12.11,75.5
REC000857,2020-05-09,2020,May,Assam,Guwahati,Wave 1,Original,3889292,1335,90,62,12,865,0,0,0,143,13.8,67.6
REC000858,2020-05-09,2020,May,Assam,Nagaon,Wave 1,Original,1898067,656,41,29,6,403,0,0,0,67,11.48,69.7
REC000859,2020-05-09,2020,May,Bihar,Purnia,Wave 1,Original,808436,238,13,11,3,168,0,0,0,27,11.01,71.2
REC000860,2020-05-09,2020,May,Gujarat,Bhavnagar,Wave 1,Original,697412,181,10,10,2,134,0,0,0,22,11.62,68.8
REC000861,2020-05-09,2020,May,Gujarat,Jamnagar,Wave 1,Original,1764557,458,28,24,5,358,0,0,0,59,11.68,68.8
REC000862,2020-05-09,2020,May,Gujarat,Surat,Wave 1,Original,11448680,3269,179,172,35,2283,0,0,0,379,12.68,71.3
REC000863,2020-05-09,2020,May,Kerala,Kannur,Wave 1,Original,514871,162,10,8,2,102,0,0,0,16,12.91,68.7
REC000864,2020-05-09,2020,May,Maharashtra,Nagpur,Wave 1,Original,1578228,520,29,17,5,318,0,0,0,52,11.24,70.4
REC000865,2020-05-09,2020,May,Punjab,Jalandhar,Wave 1,Original,1691459,539,36,25,5,344,0,0,0,57,12.48,74.1
REC000866,2020-05-09,2020,May,Punjab,Patiala,Wave 1,Original,1814915,496,32,21,5,359,0,0,0,59,11.02,68.2
REC000867,2020-05-09,2020,May,Telangana,Karimnagar,Wave 1,Original,1097461,314,20,19,3,241,0,0,0,40,13.99,69.7
REC000868,2020-05-09,2020,May,Telangana,Khammam,Wave 1,Original,2016557,565,33,30,6,413,0,0,0,68,13.09,68.6
REC000869,2020-05-09,2020,May,Telangana,Nizamabad,Wave 1,Original,1915045,508,27,24,6,390,0,0,0,64,12.26,71.6
REC000870,2020-05-09,2020,May,Telangana,Ramagundam,Wave 1,Original,918990,264,13,14,3,177,0,0,0,29,11.06,64.6
REC000871,2020-05-10,2020,May,Bihar,Muzaffarpur,Wave 1,Original,1256268,331,17,18,3,265,0,0,0,44,10.77,69.9
REC000872,2020-05-10,2020,May,Delhi,North Delhi,Wave 1,Original,1655262,486,25,20,5,336,0,0,0,55,11.76,72.9
REC000873,2020-05-10,2020,May,Gujarat,Bhavnagar,Wave 1,Original,697412,182,11,8,2,135,0,0,0,22,14.44,72.3
REC000874,2020-05-10,2020,May,Haryana,Gurugram,Wave 1,Original,4716607,1609,87,55,17,1008,0,0,0,167,12.47,70.2
REC000875,2020-05-10,2020,May,Haryana,Panipat,Wave 1,Original,537417,149,7,7,1,105,0,0,0,17,11.11,72.7
REC000876,2020-05-10,2020,May,Karnataka,Belagavi,Wave 1,Original,1300633,379,23,18,4,265,0,0,0,44,11.14,64.4
REC000877,2020-05-10,2020,May,Karnataka,Mangaluru,Wave 1,Original,1067436,336,19,14,3,217,0,0,0,36,13.93,64.2
REC000878,2020-05-10,2020,May,Maharashtra,Mumbai,Wave 1,Original,4803258,1466,84,59,15,1050,0,0,0,174,11.28,70.1
REC000879,2020-05-10,2020,May,Punjab,Bathinda,Wave 1,Original,1323807,418,23,19,5,271,0,0,0,45,13.15,69.0
REC000880,2020-05-10,2020,May,Punjab,Mohali,Wave 1,Original,630604,163,8,10,2,126,0,0,0,20,13.8,74.9
REC000881,2020-05-10,2020,May,Rajasthan,Kota,Wave 1,Original,750349,253,14,12,2,160,0,0,0,26,13.84,70.6
REC000882,2020-05-10,2020,May,Telangana,Nizamabad,Wave 1,Original,1915045,570,38,26,5,397,0,0,0,66,12.63,71.3
REC000883,2020-05-10,2020,May,West Bengal,Bardhaman,Wave 1,Original,1629488,564,30,26,6,346,0,0,0,57,14.22,61.6
REC000884,2020-05-10,2020,May,West Bengal,Durgapur,Wave 1,Original,1383825,398,22,17,3,269,0,0,0,44,10.93,78.2
REC000885,2020-05-11,2020,May,Assam,Dibrugarh,Wave 1,Original,1660477,527,34,26,4,355,0,0,0,59,12.4,68.8
REC000886,2020-05-11,2020,May,Assam,Silchar,Wave 1,Original,575007,167,10,7,1,118,0,0,0,19,13.29,63.2
REC000887,2020-05-11,2020,May,Delhi,Central Delhi,Wave 1,Original,2156120,612,36,33,7,430,0,0,0,71,13.83,71.3
REC000888,2020-05-11,2020,May,Gujarat,Vadodara,Wave 1,Original,898167,314,18,14,3,184,0,0,0,30,14.49,71.4
REC000889,2020-05-11,2020,May,Haryana,Gurugram,Wave 1,Original,4716607,1394,75,78,12,993,0,0,0,165,13.4,67.5
REC000890,2020-05-11,2020,May,Kerala,Kannur,Wave 1,Original,514871,168,8,6,2,101,0,0,0,16,11.86,69.8
